name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,sdss_dr10_objid,flux_ratio_2c,r50_deconv1,sdss_dr12_specid,b_a_deconv1,dist2d_nn2,dist2d_nn3,dist2d_nn1,f_b,f_a,r50_deconv2c,r50_deconv2e,sdss_dr7_objid,b_a_innerdisk,sdss_dr7_specid,b_a_deconv2e,sdss_dr10_specid,b_a_deconv2c,sdss_dr12_objid,vdisp,logmstar_84,vrot,sfr_nuv,mu_delta,logmgas,sfr_nuv_wise,logmstar_16,ccr_star,ccr_bary,econame,ccr_lum,morph,morphel,mhi,ehiasym,ew20,emhi_corr_sys,w20,eb_a_innerdisk,ew50,eb_a,peaksnhi,confused,limflag,mhi_corr,hitelescope,emhi,emhi_corr_rand,w50,hiasym,grpn,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,ccr,grprproj,grpnassoc,grpmb,grp,grpms,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,meanfsmgr,meanfsmgre15,logmstare15,kin_slit_flag,kin_done_hi,kin_done_blue,kin_done_red,kin_blue_code,kin_ifu_flag,kin_red_code,modelg_jcorr,modelu_icorr,modelu_jcorr,modelg_kcorr,absrmagcorr,modelu_kcorr,modelg_rcorr,modelu_rcorr,modelg_icorr,fuvmag,extfuv,e_fuvmag,centralout,logmbary_pc,grpradeg,grpdedeg,logmh_e17,logmhdynh_e17,grp_e17,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b,tf_type,nndist_kd,tf_confidence
rs0183,0.01,0.525942,0.02,0.01,0.06,0.04,11.97,0.08,11.95,18.14,0.03,4.4550512,0.03,0.06,0.05,0.11,150.68918,0.06,0.04,12.92,3.98,15.4,13.5,14.79,0.827251,2.25348,-0.09,12.32,14.47,0.52,0.19,13.89,0.03,0.02,3.57017,4.5578,2.14394,1.84263,9.81,-99,6254.59,-99,0.03,-20.03,3.24111,14.22,0.2,0.03,0.06,6268.4,0.05,0.06,0.03,12.26,16.72,1,1.23765E+18,0.831235,10.134,6.45247E+17,0.5176,1.2827,1.505,1.0632,0,1,7.1623,12.9083,5.8801E+17,0.703012,1.6151E+17,0.3092,6.45247E+17,0.5738,1.23765E+18,0,10.01,142.835,1.2575666,9.65224361,9.35766,1.9239166,9.69,1.14567,1.09752,ECO07628,1.17525,-1,E,1627530000,0.145775,0,0,0,0.117244,6.57495,0.0127,3.79552,0,0,0,ALFALFA,151398000,0,164.673,-0.13636,1,0,-20.0481,0,0,11.5259,1,11.4999,1.18564,0,1,10.0325,6151,9.9355,0,0,0,0.680085,0.532795,9.85,1,1,?,1,10000,0,1000000,1.55266,1.39541,2.55337,2.37828,-20.6793,3.37899,0.246834,1.24754,0.394703,0,0.1692,0,0,9.945,150.689,4.4549,11.5,11.33,6160,11.2,1,11.49,11.45,24023,4.3,11.12,0,4.3,1,13747,11.54,11.49,0,-10998,1.598474792,-10998
rs0184,0.01,0.331268,0.02,0.01,0.58,0.04,15.61,0.08,-99,19.64,0.03,3.4944879,0.07,0.35,0.48,0.11,151.02216,0.06,-99,-99,6.1,18.05,16.9,17.66,0.515312,1.64806,-0.1,-99,17.43,0.32,0.19,14.29,-99,0.03,2.68642,3.48395,1.55367,1.36963,8.43,-99,6247.7,-99,0.04,-17.15,2.44559,17.36,0.2,0.03,0.12,6247.7,0.37,-99,0.03,16.12,19.1,0,1.23765E+18,0.264355,10.9462,6.45203E+17,0.2793,1.0454,1.1308,0.99706,0,1,9.6497,581.226,5.87729E+17,0.327404,1.6151E+17,0.0118,6.45203E+17,0.2872,1.23765E+18,0,8.63,0,0.073832024,7.57843351,9.44559,0.085474998,8.31,-99,1.0161,ECO13395,-99,-999,L,1992790000,0.149774,0,0,0,0.00986763,6.35724,0.0141,3.51783,0,0,0,ALFALFA,187999000,0,175.105,-0.094677,1,0,-17.1507,0,0,10.8829,1,10.8179,1.44463,0,1,9.475,9459,8.41,0,0,0,0.634822,0.848291,8.41,0,1,0,0,0,0,0,1.38231,1.27399,2.3045,2.11745,-17.3905,3.03965,0.2265,1.14869,0.351797,0,0.1687,0,0,9.475,151.022,3.4944,0,0,9764,12.03,0,0,11.11,20352,2.39,12.03,0,0,1,0,0,0,0,0,1.598474792,0
rs0185,0.02,0.498888,0.03,0.01,-99,0.07,13.1,0.12,13.24,18.67,0.05,0.1205105,0.03,0.29,0.09,0.17,151.07908,0.09,0.12,14.44,9.02,16.5,14.74,15.92,0.777342,2.09881,-0.12,13.4,15.61,0.34,0.3,19.68,0.07,0.02,3.22239,4.13845,1.90092,1.62247,9.43,-99,6380.19,-99,0.06,-18.97,3.01487,15.38,0.31,0.04,0.1,6380.2,0.07,0.13,0.03,-99,17.7,1,1.23765E+18,0.0642011,18.9982,3.02999E+17,0.3171,0.76713,0.80024,0.29012,0,1,18.2413,20.1604,5.87729E+17,0.343718,7.59397E+16,0.3125,3.02999E+17,0.0398,1.23765E+18,0,9.59,0,0.70628773,8.1509819,9.75027,0.81650161,9.23,1.08212,1.07728,ECO07244,1.05015,6,L,4019190000,0.0804025,0,0,0,0.0132696,7.83485,0.0097,5.42233,0,0,0,ALFALFA,215664000,0,260.682,-0.227328,1,0,-18.97,0,0,11.2879,1,11.2139,1.07988,0,1,9.9185,5886,9.4445,0,0,0,0.299447,0.298997,9.43,0,1,0,0,0,0,0,1.51132,1.21375,2.3245,2.29976,-19.4883,3.11295,0.249624,1.06281,0.400566,19.0151,0.2668,0.0867,0,9.915,151.079,0.1204,11.21,10.99,5895,12.64,1,12.68,11.38,23846,1.26,12.41,0,1.25,1,13598,11.3,12.68,0,1,1.878654749,3
rs0186,0.02,0.368221,0.03,0.01,0.3,0.07,14.72,0.12,-99,20.2,0.05,0.60184866,0.2,2.14,0.55,0.16,151.10898,0.09,-99,15.96,6.13,17.69,16.63,17.15,0.558226,1.66816,0.02,-99,16.92,0.9,0.29,16.3,-99,0.05,2.8528,3.63728,1.74287,1.55286,8.59,-99,6146.53,-99,0.06,-17.65,2.45264,16.9,0.3,0.04,0.22,6146.1,0.12,0.28,0.05,15.75,18.95,1,1.23765E+18,0.18288,12.6008,3.02986E+17,0.7509,0.42086,0.49799,0.38051,0,1,13.4341,13.6611,5.87729E+17,0.921537,7.59397E+16,0.6281,3.02986E+17,0.5404,1.23765E+18,0,8.79,0,0.055414852,7.86008978,8.94343,0.055414852,8.49,-99,-99,ECO12739,1.13837,10,L,627056000,0.245392,0,0,92.5395,0.0640883,7.11875,0.0302,5.84614,0,0,0,GBT,102396000,0,48.0449,0.114344,1,0,-17.6538,0,0,10.9509,1,10.9519,1.30876,0,1,9.0965,827,8.5745,0,0,0,0.694682,1.17109,8.57,0,?,0,0,0,0,0,1.45851,1.52682,2.55576,2.19344,-17.7796,3.2907,0.285795,1.38305,0.429564,20.6918,0.2582,0.347,0,9.105,151.109,0.6018,10.94,10.96,836,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,0.391359035,0
rs0187,0.02,0.655132,0.03,0.01,0.24,0.07,-99,0.13,13.74,20.51,0.05,0.28158404,0.04,-99,-99,0.18,151.16378,0.1,0.16,14.35,5.53,16.61,-99,15.89,0.955986,2.16496,-0.03,13.71,15.51,0.9,0.32,18.27,0.12,0.04,3.52655,4.29918,2.31757,2.01672,9.63,-99,6326,-99,0.06,-18.98,2.9376,15.26,0.33,0.04,0.05,6324.9,0.16,0.28,0.03,13.63,18.01,1,1.23765E+18,1,85.2691,3.02998E+17,0.8964,0.50722,0.51248,0.2876,0,1,203.726,750,5.88849E+17,0.91517,7.59397E+16,0.0001,3.02998E+17,0.8446,1.23765E+18,48.0698,9.73,0,0.038814812,9.13785458,8.38559,0.075958814,9.57,1.10515,1,ECO07253,1.05529,-1,L,173564000,0,0,0,0,0.0247248,0,0.0265,0,0,1,0,GBT,0,0,0,0,1,0,-18.9041,0,0,11.3849,1,11.1979,1.07105,0,1,9.6705,5894,9.6535,0,0,0,0.00906353,0.0685521,9.59,1,0,1,0,10000,0,0,2.10658,2.23379,3.42813,2.8711,-19.0644,4.19265,0.623024,1.94457,0.912247,21.7646,0.2824,3.7671,0,9.655,151.164,0.2815,11.19,11.26,5903,12.74,1,12.98,11.22,23851,0.87,12.63,0,0.89,1,13602,11.4,12.98,0,0,0.556497659,0
rs0188,0.01,0.343269,0.02,0.01,0.46,0.04,13.12,0.07,13.17,17.5,0.03,4.1635443,0.04,0.3,0.09,0.1,151.30457,0.05,0.29,13.81,9.05,15.68,14.49,15.27,0.532476,1.66416,-0.1,13.15,15.04,0.88,0.17,20.05,0.33,0.02,2.6916,3.47755,1.55992,1.37072,9.47,-99,6549.78,-99,0.04,-19.64,2.4501,14.88,0.18,0.02,0.21,6545.7,0.03,0.27,0.04,13.4,16.65,1,1.23765E+18,0.0618944,22.7041,6.4419E+17,0.6982,0.67271,0.69799,0.46161,0,1,9.2625,23.188,5.87729E+17,0.882907,1.61228E+17,0.7295,6.4419E+17,0.1604,1.23765E+18,0,9.65,0,0.74925321,8.18020248,9.70131,0.91844025,9.31,1.0928,1.06809,ECO07607,1.13468,8,L,3590690000,0.0893323,0,0,0,0.0132473,7.42908,0.0186,7.90993,0,0,0,ALFALFA,123817000,0,110.534,0.0235916,1,0,-19.6844,0,0,11.3389,1,11.3899,1.14097,0,1,9.9315,6136,9.5595,0,0,0,0.438158,0.437887,9.47,0,?,0,0,0,0,0,1.42088,1.29475,2.33526,2.15144,-19.8598,3.06582,0.244686,1.15907,0.380369,17.7669,0.1529,0.0348,0,9.895,151.305,4.1636,11.39,11.41,6145,12.19,1,11.83,11.38,24008,1.82,12.19,0,1.84,1,13734,11.36,11.83,0,0,1.978460522,0
rs0189,0.02,0.785892,0.03,0.01,0.03,0.07,12.35,0.12,12.22,20.26,0.05,2.7432596,0.02,0.03,0.05,0.16,151.31063,0.09,0.12,13.58,7.72,16.65,14.19,15.79,1.21149,2.9319,-0.12,12.53,15.36,0.33,0.29,17.19,0.2,0.03,4.60039,5.66138,2.87998,2.45438,9.93,-99,6633.97,-99,0.02,-19.16,3.99289,14.98,0.29,0.04,0.44,6571.9,0.12,0.05,0.03,12.76,18.05,1,1.23765E+18,0.573401,15.9305,6.452E+17,0.2066,0.32587,0.40693,0.20132,0,1,15.7371,15.7371,5.87728E+17,0.468486,1.6151E+17,0.3652,6.452E+17,0.1473,1.23765E+18,0,10.03,0,0.13695352,8.77980328,9.63449,0.6142675,9.81,1.10234,1.21875,ECO07497,1.06622,5.5,L,3078640000,0.0870363,0,0,0,0.110017,6.24242,0.0929,3.43388,0,0,0,ALFALFA,208017000,0,263.765,0.0140089,4,0.185,-21.0456,13.33,217.12,11.8929,0,11.8829,1.02421,0.195,4,10.6315,5960,10.4465,13.02,156.18,13.13,0.0539555,0.0374829,9.97,0,1,0,0,0,0,0,2.50826,2.27381,3.8723,3.51673,-19.4689,4.88078,0.573673,1.93772,0.909761,21.1125,0.2525,0.1567,0,10.105,151.339,2.60541,11.89,12.96,5969,12.33,1,12.35,12,23892,0,12.33,0,1.63,1,13634,11.91,12.35,0,0,0.213692469,0
rs0190,0.02,0.640455,0.03,0.01,0.04,0.07,-99,0.12,11.74,18.46,0.05,2.4958045,0.03,-99,-99,0.16,151.32813,0.09,0.05,12.8,9.07,15.23,-99,14.53,0.962317,2.2906,-0.12,12.01,14.16,0.55,0.29,20.99,0.03,0.02,3.68318,4.60938,2.35489,2.03303,10.23,-99,6633.97,-99,0.02,-20.38,3.2168,13.89,0.3,0.04,0.03,6427.9,0.02,0.09,0.02,12.16,16.68,1,1.23765E+18,0.26086,28.3914,5.64225E+17,0.4889,0.22824,0.3607,0.094827,0,1,12.3358,25.4961,5.87728E+17,0.539584,1.41243E+17,0.5593,5.64225E+17,0.292,1.23765E+18,0,10.31,0,0.59419395,8.99615383,9.3588,0.75011124,10.13,1.12392,1.20972,ECO07353,1.17481,0.5,L,1631800000,0.220594,0,0,0,0.0155605,7.12279,0.0228,2.96282,0,0,0,ALFALFA,258701000,0,286.591,0.638622,4,0.185,-21.0456,13.33,217.12,11.8929,1,11.8829,1.18065,0.195,4,10.6315,5960,10.4465,13.02,156.18,13.13,0.0535011,0.0536931,10.23,0,0,0,0,0,0,0,1.98256,1.92619,3.1632,2.85677,-20.631,4.0374,0.487978,1.66862,0.745548,19.0027,0.2551,0.0229,0,10.285,151.339,2.60541,11.89,12.96,5969,12.33,1,12.35,12,23892,0,12.33,0,1.63,1,13634,11.91,12.35,0,0,0.093037309,0
rs0191,0.02,0.754539,0.04,0.02,-99,0.09,10.93,0.16,10.83,18.76,0.06,0.54400009,0.02,0.01,0.01,0.22,151.35028,0.12,0.02,11.84,11.48,14.76,12.45,13.93,1.11694,2.63998,-0.06,11.11,13.49,0.37,0.39,26.97,0.03,0.03,4.26773,5.22037,2.7447,2.38229,10.63,-99,6146.77,-99,0.03,-20.94,3.59261,13.17,0.4,0.05,0.04,6226.1,0.04,0.02,0.02,-99,16.43,1,1.23765E+18,0.490146,41.5433,3.03E+17,0.4114,0.21774,0.21964,0.11607,0,1,34.4292,34.4292,5.87729E+17,0.422011,7.59397E+16,0.2818,3.03E+17,0.6522,1.23765E+18,0,10.69,0,0.50278983,9.23403454,9.18465,0.9787723,10.55,1.09349,1.12673,ECO07363,1.10701,3,L,1092760000,0,0,0,0,0.0493257,0,0.0103,0,0,1,0,ALFALFA,0,0,0,0,5,0.078,-22.5708,12.64,146.87,13.1209,0,12.8759,1.11632,0.087,8,11.3025,5653,11.2855,12.14,87.6,11.81,0.0364318,0.131634,10.65,0,0,0,0,0,0,0,2.32513,2.30095,3.72596,3.23125,-21.2072,4.63209,0.60203,2.00286,0.900116,19.6103,0.342,0.1379,0,10.645,151.428,0.60723,12.88,11.81,5662,12.94,1,12.6,13.07,23666,0,12.94,0,0,1,10240,13.16,12.6,0,0,0.113132693,0
rs0192,0.02,0.3139,0.03,0.01,0.2,0.06,14.41,0.12,-99,18.83,0.05,2.5491007,0.19,0.44,0.49,0.16,151.35233,0.08,-99,15.63,9.16,16.75,15.63,16.33,0.479498,1.5435,-0.08,14.91,16.09,0.79,0.28,18.56,0.97,0.03,2.61663,3.35958,1.55263,1.38703,9.03,-99,6633.97,-99,0.02,-18.72,2.28645,16.03,0.29,0.04,0.16,6894.1,0.02,0.44,0.02,14.93,17.52,1,1.23765E+18,0.283866,23.2469,5.64225E+17,0.6855,0.14584,0.34185,0.1017,0,1,24.9887,24.9887,5.87726E+17,0.795,1.41243E+17,0.6225,5.64225E+17,0.6365,1.23765E+18,0,9.19,0,0.19091652,7.59430313,9.59922,0.19091652,8.93,-99,1.02885,ECO07484,1.02151,5,L,2838530000,0.141419,0,0,0,0.0341412,6.63589,0.0257,3.97964,0,0,0,ALFALFA,228913000,0,175.401,0.00870009,4,0.185,-21.0456,13.33,217.12,11.8929,0,11.8829,1.15723,0.195,4,10.6315,5960,10.4465,13.02,156.18,13.13,0.411173,0.408179,9.03,0,?,0,0,0,0,0,1.43912,1.44054,2.46589,2.15901,-18.7969,3.18578,0.271139,1.29791,0.413773,19.1866,0.2491,0.028,0,9.695,151.339,2.60541,11.89,12.96,5969,12.33,1,12.35,12,23892,0,12.33,0,1.63,1,13634,11.91,12.35,0,0,0.093037309,0
rs0193,0.02,0.298679,0.03,0.01,0.18,0.07,13.73,0.12,13.53,18.12,0.05,2.6335144,0.03,0.1,0.14,0.16,151.36526,0.09,0.23,14.57,8.69,16.23,14.92,15.82,0.465754,1.57191,-0.05,13.63,15.62,0.62,0.29,16.96,0.31,0.04,2.57901,3.35607,1.47285,1.30578,9.19,-99,6633.97,-99,0.02,-19.16,2.34897,15.51,0.3,0.04,0.04,6681.4,0.02,0.29,0.02,14.04,17.26,1,1.23765E+18,0.170074,19.5492,5.64226E+17,0.703,0.20468,0.23724,0.14135,0,1,5.8437,26.6695,5.87726E+17,0.62624,1.41243E+17,0.5609,5.64226E+17,0.6286,1.23765E+18,0,9.35,0,0.46336851,7.78449678,9.6459,0.55387869,9.05,1.03286,1.03964,ECO07488,1.03029,5,L,3160590000,0.085008,0,0,0,0.0705496,9.40259,0.0705,5.33162,0,0,0,ALFALFA,172005000,0,163.435,0.11645,4,0.185,-21.0456,13.33,217.12,11.8929,0,11.8829,1.14412,0.195,4,10.6315,5960,10.4465,13.02,156.18,13.13,0.652686,0.652392,9.19,1,?,0,1,0,0,1000000,1.3629,1.25458,2.2802,2.09059,-19.3322,3.00788,0.216492,1.13379,0.337288,18.4981,0.257,0.0199,0,9.775,151.339,2.60541,11.89,12.96,5969,12.33,1,12.35,12,23892,0,12.33,0,1.63,1,13634,11.91,12.35,0,0,0.13970454,0
rs0194,0.02,0.687557,0.04,0.01,0.04,0.08,12.52,0.15,12.53,19.66,0.06,0.61107061,0.02,0.09,0.11,0.2,151.3829,0.11,0.13,13.39,4.16,16.1,13.97,15.35,1.02523,2.39032,-0.05,12.77,14.95,0.61,0.36,14.53,0.06,0.02,3.85283,4.78716,2.48774,2.15007,9.91,-99,6146.77,-99,0.02,-19.41,3.32464,14.64,0.37,0.05,0.04,5947.4,0.05,0.05,0.02,12.85,17.6,1,1.23765E+18,0.471456,8.8945,3.03001E+17,0.5326,0.11606,0.11968,0.11088,0,1,9.6305,9.6305,5.87729E+17,0.655032,7.59397E+16,0.4248,3.03001E+17,0.8152,1.23765E+18,0,9.99,0,0.18809022,9.76172829,8.35625,0.37312972,9.79,1.12559,1.07741,ECO07289,1.09598,-1,E,162228000,0,0,0,0,0.0358534,0,0.0294,0,0,1,0,AO,0,0,0,0,5,0.078,-22.5708,12.64,146.87,13.1209,0,12.8759,1.08626,0.087,8,11.3025,5653,11.2855,12.14,87.6,11.81,0.0323856,0.0469352,9.91,1,0,1,0,100,0,0,2.12689,2.08481,3.37724,3.02149,-19.6317,4.27185,0.550282,1.80064,0.834454,20.4268,0.3207,0.3661,0,9.935,151.428,0.60723,12.88,11.81,5662,12.94,1,12.6,13.07,23666,0,12.94,0,0,1,10240,13.16,12.6,0,1,0.113132693,4
rs0195,0.01,0.497498,0.02,0.01,0.17,0.05,12.32,0.09,12.04,17.74,0.04,3.0537532,0.02,0.22,0.05,0.12,151.39572,0.07,0.28,13.05,11.55,15.3,13.64,14.74,0.759542,2.00063,-0.08,12.39,14.43,0.59,0.22,22.39,0.2,0.03,3.19361,4.04868,1.95253,1.69048,10.01,-99,6982.14,-99,0.02,-20.3,2.8557,14.24,0.23,0.03,0.1,6938.2,0.02,0.14,0.02,12.67,16.54,1,1.23765E+18,0.381155,31.6612,5.64232E+17,0.5897,0.34641,0.35176,0.22427,0,1,35.4349,35.4349,5.87726E+17,0.628716,1.41243E+17,0.4926,5.64232E+17,0.8379,1.23765E+18,0,10.13,0,1.0801747,8.31678963,9.69886,1.4319143,9.81,1.15664,1.17581,ECO07384,1.18661,5.5,L,3570510000,0.0898918,0,0,0,0.0407066,10.9128,0.0212,5.31874,0,0,0,ALFALFA,231851000,0,273.985,-0.0894694,2,0,-21.0289,0,0,11.8909,1,11.8749,1.19569,0,2,10.5545,4716,10.4375,0,0,0,0.163518,0.159686,10.01,0,?,0,0,0,0,0,1.65052,1.52969,2.65154,2.43462,-20.6096,3.43564,0.342009,1.34303,0.528667,0,0.194,0,0,10.175,151.455,3.08179,11.58,11.78,9619,12.19,1,12.17,11.91,22787,0.51,12.19,0,0.48,1,12588,11.9,12.17,0,0,0.213537226,0
rs0196,0.02,0.739012,0.03,0.01,0.07,0.08,10.52,0.14,10.75,19.12,0.06,0.63346325,0.05,0.2,0.07,0.2,151.45756,0.1,0.24,11.27,13.66,13.93,11.91,13.12,1.08244,2.38367,-0.04,10.99,12.65,0.82,0.35,43.85,0.33,0.05,3.89562,4.79804,2.59439,2.25097,10.81,-99,6146.77,-99,0.05,-21.67,3.28608,12.44,0.36,0.05,0.03,6048.5,0.3,0.12,0.03,10.94,15.61,1,1.23765E+18,0.580662,40.5028,5.641E+17,0.6807,0.044201,0.045548,0.0051136,0,1,12.9176,38.5655,5.88849E+17,0.821885,1.41243E+17,0.8296,5.641E+17,0.5823,1.23765E+18,0,10.87,0,0.16979385,9.54992771,9.0696,0.2757601,10.79,1.07909,1.05288,ECO07417,1.0322,-1.5,L,838445000,0,0,0,0,-99,0,0.009,0,0,1,0,ALFALFA,0,0,0,0,5,0.078,-22.5708,12.64,146.87,13.1209,1,12.8759,1.07178,0.087,8,11.3025,5653,11.2855,12.14,87.6,11.81,0.00266468,0.0623482,10.83,1,0,1,0,100,0,0,2.3601,2.56181,3.85699,3.25881,-21.6824,4.7557,0.726324,2.22322,1.06492,20.0913,0.309,2.0719,0,10.825,151.428,0.60723,12.88,11.81,5662,12.94,1,12.16,13.07,23666,0,12.94,0,0,1,10240,13.16,12.05,0,2,0.005862779,3
rs0197,0.02,0.7707,0.03,0.01,0.04,0.08,-99,0.14,10.69,19.73,0.06,0.63190843,0.09,-99,0.11,0.2,151.46101,0.1,0.15,11.64,9.65,14.35,12.13,13.54,1.13173,2.47643,-0.02,11.11,13.09,0.61,0.35,32.61,0.08,0.02,4.06297,4.996,2.71828,2.35724,10.79,-99,6146.77,-99,0.17,-21.3,3.40946,12.83,0.36,0.05,0.23,6172.5,0.27,0.03,0.05,11.01,16.1,1,1.23765E+18,0.699779,19.7316,3.03004E+17,0.7321,0.041279,0.043428,0.0052185,0,1,13.465,84.4457,5.88849E+17,0.811196,7.59397E+16,0.5473,3.03004E+17,0.7104,1.23765E+18,0,10.81,0,0.10319538,9.85343742,9.12599,0.16449111,10.73,1.08879,1.07617,ECO06813,1.06544,-1,E,954687000,0,0,0,0,0.0966069,0,0.0667,0,0,1,0,ALFALFA,0,0,0,0,5,0.078,-22.5708,12.64,146.87,13.1209,0,12.8759,1.16083,0.087,8,11.3025,5653,11.2855,12.14,87.6,11.81,0.00248819,0.0180992,10.79,0,0,1,0,1000,0,0,2.45091,2.68094,4.01921,3.37999,-21.3687,4.94829,0.756865,2.32516,1.11264,21.2499,0.309,1.4535,0,10.815,151.428,0.60723,12.88,11.81,5662,12.94,1,12.6,13.07,23666,0,12.94,0,0,1,10240,13.16,12.6,0,2,0.005862779,3
rs0198,0.02,0.767553,0.03,0.01,0.1,0.08,14.69,0.14,-99,0.35,0.06,0.65227973,0.07,0.79,0.3,0.2,151.48049,0.1,-99,14.83,1.34,18.62,16.14,17.78,1.1348,2.69829,0.02,14.69,17.37,0.94,0.35,3.2,0.19,0.03,4.34481,5.32843,2.78132,2.41407,8.99,-99,6146.77,-99,0.18,-17.04,3.68192,17.08,0.36,0.05,1.04,6146.6,-99,0.32,0.02,15.08,19.99,0,1.23765E+18,-999,-999,3.03026E+17,-999,0.044918,0.053836,0.043246,0,1,-999,-999,5.88849E+17,0.947482,7.59397E+16,-999,3.03026E+17,-999,1.23765E+18,0,9.11,0,0.005072911,9.49124527,7.76273,0.019916396,8.69,-99,-99,ECO13398,-99,-999,E,423342000,0,0,0,0,0.0202082,0,0.0313,0,0,1,0,ALFALFA,0,0,0,0,5,0.078,-22.5708,12.64,146.87,13.1209,0,12.8759,1.26971,0.087,8,11.3025,5653,11.2855,12.14,87.6,11.81,0.0182963,0.179313,8.99,0,0,0,0,0,0,0,2.48864,2.50242,3.99895,3.43868,-17.2298,4.94899,0.669035,2.17934,0.992119,0,0.309,0,0,9.015,151.428,0.60723,12.88,11.81,5662,0,1,12.6,0,0,0,0,0,0,0,10240,13.16,12.6,0,-10998,0.0425626,-10998
rs0199,0.02,0.645546,0.04,0.01,0.28,0.08,15.5,0.15,-99,23.58,0.06,0.59088401,0.06,0.45,0.58,0.2,151.48382,0.11,-99,-99,3.1,18.6,16.58,17.87,0.931728,2.16645,0.03,-99,17.54,0.95,0.36,7.2,-99,0.06,3.53522,4.33592,2.30049,2.01431,8.73,-99,6146.77,-99,0.04,-16.97,2.96715,17.4,0.37,0.05,0.31,6194.4,1.94,-99,0.03,15.75,20.1,0,1.23765E+18,-999,-999,-999,-999,0.072232,0.076673,0.040773,0,1,-999,-999,5.87729E+17,0.929925,-999,-999,-999,-999,1.23765E+18,0,8.77,0,0.004143617,8.46573353,7.76813,0.045522895,8.55,-99,-99,ECO13317,-99,-999,E,433150000,0,0,0,0,0.0273591,0,0.0193,0,0,1,0,ALFALFA,0,0,0,0,5,0.078,-22.5708,12.64,146.87,13.1209,0,12.8759,1,0.087,8,11.3025,5653,11.2855,12.14,87.6,11.81,0.00688015,0.162409,8.75,0,0,0,0,0,0,0,2.11952,2.24466,3.46554,2.91152,-17.0045,4.25754,0.622118,1.96814,0.89864,25.5476,0.3152,1.6366,0,8.775,151.428,0.60723,12.88,11.81,5662,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.040658019,-10998
rs0200,0.02,0.553604,0.03,0.01,-99,0.08,-99,0.14,13.53,20.33,0.06,0.61739999,0.88,-99,-99,0.2,151.48373,0.1,0.35,14.8,6.82,17.18,-99,16.54,0.850145,2.21619,0.07,-99,16.2,0.9,0.35,19.14,-99,0.07,3.59739,4.5491,2.23134,1.9348,9.17,-99,6146.77,-99,0.07,-18.34,3.1679,16.03,0.36,0.05,0.24,6310.5,0.23,0.2,0.03,-99,18.31,1,1.23765E+18,0.115208,15.8361,3.03003E+17,0.6122,0.042202,0.047521,0.041538,0,1,10.8895,16.5073,5.87729E+17,0.926069,7.59397E+16,0.7711,3.03003E+17,0.2193,1.23765E+18,0,9.37,0,0.13616428,8.37143612,8.30037,0.17754355,9.03,1.03366,-99,ECO07290,1.01699,12,L,521551000,0,0,241652000,180.76,0.0952492,11.4544,0.0319,4.93793,1,0,241652000,GBT,63514400,40648600,122.318,0,5,0.078,-22.5708,12.64,146.87,13.1209,0,12.8759,1.097,0.087,8,11.3025,5653,11.2855,12.14,87.6,11.81,0.427922,0.522008,9.17,0,0,0,0,0,0,0,1.65688,1.63482,2.78911,2.47985,-18.857,3.61208,0.328373,1.46061,0.502586,21.1405,0.309,0.4408,0,9.225,151.428,0.60723,12.88,11.81,5662,0,1,12.6,0,0,0,0,0,0,0,10240,13.16,12.6,0,1,0.040658019,3
